NPartida,Nome,Funcao
222,Daiane Caroline Muniz dos Santos (FIFA),Árbitro de Vídeo
222,Fabricio Vilarinho da Silva (FIFA),AVAR
222,Andre Luiz de Freitas Castro,Assistente de Árbitro de Vídeo 2
222,Alicio Pena Junior,Observador de VAR
223,Savio Pereira Sampaio (FIFA),Árbitro
223,Rodrigo Figueiredo Henrique Correa (FIFA),Árbitro Assistente 1
223,Alessandro Alvaro Rocha de Matos,Árbitro Assistente 2
223,Vinicius Goncalves Dias Araujo,Quarto Árbitro
223,Fernando Jose de Castro Rodrigues,Assessor
223,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
223,Diogo Carvalho Silva,AVAR
223,Vinicius Gomes do Amaral,Assistente de Árbitro de Vídeo 2
223,Pericles Bassols Pegado Cortez,Observador de VAR
224,Braulio da Silva Machado (FIFA),Árbitro
224,Nailton Junior de Sousa Oliveira (FIFA),Árbitro Assistente 1
224,Alex dos Santos,Árbitro Assistente 2
224,Lucas Canetto Bellote,Quarto Árbitro
224,Jailson Macêdo Freitas,Assessor
224,Daniel Nobre Bins (VAR-FIFA),Árbitro de Vídeo
224,Andre da Silva Bitencourt,AVAR
224,Douglas Schwengber da Silva,Assistente de Árbitro de Vídeo 2
224,Hilton Moutinho Rodrigues,Observador de VAR
225,Andre Luiz Skettino Policarpo Bento,Árbitro
225,Guilherme Dias Camilo (FIFA),Árbitro Assistente 1
225,Antonio Adriano de Oliveira,Árbitro Assistente 2
225,Thiago Luis Scarascati,Quarto Árbitro
225,Antonio Pereira da Silva,Assessor
225,Rodrigo D Alonso Ferreira,Árbitro de Vídeo
225,Eder Alexandre,AVAR
225,Lucas Paulo Torezin,Assistente de Árbitro de Vídeo 2
225,Giulliano Bozzano,Observador de VAR
226,Ramon Abatti Abel (FIFA),Árbitro
226,Bruno Raphael Pires (FIFA),Árbitro Assistente 1
226,Thiaggo Americano Labes,Árbitro Assistente 2
226,Ronei Candido Alves,Quarto Árbitro
226,Simone Xavier de Paula E Silva,Assessor
226,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
226,Fabricio Porfirio de Moura,AVAR
226,Antonio Magno Lima Cordeiro,Assistente de Árbitro de Vídeo 2
226,Jose Henrique de Carvalho,Observador de VAR
227,Paulo Cesar Zanovelli da Silva (FIFA),Árbitro
227,Felipe Alan Costa de Oliveira,Árbitro Assistente 1
227,Leone Carvalho Rocha,Árbitro Assistente 2
227,Jonathan Benkenstein Pinheiro,Quarto Árbitro
227,Simone Xavier de Paula E Silva,Assessor
227,Rodolpho Toski Marques (VAR-FIFA),Árbitro de Vídeo
227,Cleriston Clay Barreto Rios,AVAR
227,Marcelo de Lima Henrique,Assistente de Árbitro de Vídeo 2
227,Emerson Augusto de Carvalho,Observador de VAR
228,Wagner do Nascimento Magalhaes (FIFA),Árbitro
228,Thiago Henrique Neto Correa Farinha,Árbitro Assistente 1
228,Daniel do Espirito Santo Parro,Árbitro Assistente 2
228,Luiz Alexandre Fernandes,Quarto Árbitro
228,Renato Cardoso da Conceicao,Assessor
228,Emerson de Almeida Ferreira,Árbitro de Vídeo
228,Frederico Soares Vilarinho,AVAR
228,Michel Patrick Costa Guimaraes,Assistente de Árbitro de Vídeo 2
228,Regildenia de Holanda Moura,Observador de VAR
